source_json,test_id,subject,topic_name,total_questions,question_number,type,question_text,correct_answer,option_a,option_b,option_c,option_d,solution,image_data,hint_image,option_images_json,option_image_a,option_image_b,option_image_c,option_image_d,extra_question_images,solution_images,raw_question_json
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,14,numerical,,a,,,,,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,16,numerical,,a,,,,,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,18,single_type,,d,,,,,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,19,multiple_type,Amongst the following phenols which one is most acidic? *,"b,d",Picric acid,2-Nitrophenol,"2,4-Dinitrophenol","m*-Nitrophenol

**Options:",,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,20,single_type,Which among the following compounds will not give effervescence with sodium bicarbonate? *,c,C*<sup>6</sup> *H*5*C O*<sup>2</sup> *H,C*<sup>6</sup> *H*<sup>5</sup> *SO*<sup>3</sup> *H,C*<sup>6</sup> *H*5*OH,"Picric acid

**Options:",,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,21,multiple_type,An organic compound (,"a,c,d","with molecular formula *C*<sup>7</sup> *H*8*O* dissolves in *NaOH* and gives characteristic colour with *FeC l* <sup>3</sup>. On treatment with *Br*2, it gives a tribromo product *C*<sup>7</sup> *H*5*OBr*<sup>3</sup> . The compound is:",2-Methoxy-2-phenyl propane,m*-Cresol,"p*-Cresol

**Options:",,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,22,multiple_type,"Rubbing alcohol, used for rubdowns, on its evaporation reduces fever. It is cheaper and has replaced ethanol for this purpose. Its name is: *","a,d",Methanol,Ethanol,Amyl alcohol,"Isopropyl alcohol

**Options:",,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,23,multiple_type,Power alcohol is: *,"a,d",Absolute alcohol :Petrol (20:80),Absolute alcohol :Petrol (80:20),Rectified spirit : Benzene (20:80),"Rectified spirit : Benzene (80:20)

**Options:",,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,24,single_type,Me $$+ CH_3C \equiv CH \xrightarrow{NaNH_2} (,a,\xrightarrow{CH_3Cl} (,$$,Options:,,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,25,single_type,"A compound (

**Options:**
-",c,is:,Monochloroacetic acid,Chloral,Chloroform,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,26,single_type,Which of the following alcohols is expected to give haloform test? *,c,1-pentanol,3-pentanol,2-propanol,"None of above

**Options:",,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,27,single_type,"Which statement is correct for the conversion of ROH to RX by reagents (

**Options:**
-",d,"must be used in anhydrous conditions because all react vigorously with *H*2*O* and they produce harmful gases ( *SO*<sup>2</sup> *, HCl , HBr,*∧*HI* )",,,All,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,28,single_type,a suitable amount of ……… and subjected to fractional distillation (azeotropic distillation) *,d,Toluene,o*-Xylene,Methanol,Benzene,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,29,numerical,,c,,,,,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,31,single_type,"Absolute alcohols (100% ethanol) are prepared from rectified sprit (95% ethanol) by mixing $$(

**Options:**
-",c,undergoes SN reaction because it is activated by the two EWG(−*N O*<sup>2</sup> groups iv. The nitration of (,"but it gives because the first nitro group is deactivating, so the second nitro group enters the other ring","i, iii, iv",i and iv,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,32,single_type,Which of the following is most basic in character? *,c,H*2*O,C H*3*C H*2*OH,C H*3*OC H*<sup>3</sup>,"C*<sup>6</sup> *H*5*OH*

**Options:",,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,33,single_type,) $$+ CH_3NH_2 \xrightarrow{H^{\oplus}} (x) \xrightarrow{O} (y)$$ The product (x) and (y) are: *,a,$$x = HOC H_2 - C H_2 - NH - C H_3$$ $$y = HO H_2 C - C H_2 - N - CH_2 CH_2 OH$$ $$C H_3$$,$$x = HOC H_2 - C H_2 - N H_2$$,$$x = HOC H_2 - C H_2 - NH - C H_3$$,"$$\mathbf{y} = \mathsf{HO-CH_2-CH_2-N-CH_2} \ \mathsf{CH_2} \ \mathsf{OH}$$

**Options:",,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,34,single_type,Give the decreasing order of the reaction rates of the following benzyl with HBr $$(IV) O_2 N \longrightarrow OH$$ *,a,I* >*II* >*III* >*IV,IV* >*III* >*II* >*I,II* >*I* >*III* >*IV,"IV* >*III* >*I* >*II*

**Options:",,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,35,single_type,"The crown ethers are heterocyclic polyethers, usually with at least four oxygen atoms. The 12-crown-4 ether contains…………….carbon atoms *",c,12,4,8,"16

**Options:",,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,36,single_type,"When benzene sulphonic acid and p-nitrophenol are treated with *NaHC O*3, the gases released respectively are *",d,"SO*<sup>2</sup> *,N O*<sup>2</sup>","SO*<sup>2</sup> *,NO","SO*<sup>2</sup> *,C O*<sup>2</sup>","C O*<sup>2</sup> *,C O*<sup>2</sup>

**Options:",,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,37,single_type,Consider the following reaction and identify (,c,Options:,$$\frac{\text{(i) CH}_3\text{CO}_3\text{H}}{\text{(ii) H}_3\text{O}^{\oplus}} > \text{(,,,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,38,single_type,Diethylene glycol is obtained by heating glycol with: *,b,Conc*. H*<sup>2</sup> *SO*<sup>4</sup>,Conc.*H*<sup>3</sup> *PO*<sup>4</sup>,Aq. KOH,"Conc. *HN O*<sup>3</sup>

**Options:",,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,39,single_type,The best method to prepare cyclohexene from cyclohexanol is by using *,b,Conc. HCI + *ZnC I* <sup>2</sup>,Conc. *H*<sup>3</sup> *PO*<sup>4</sup>,HBr,"Conc. HCI

**Options:",,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,40,single_type,Hydrogen bonding is maximum in: *,a,Ethanol,Diethyl ether,Ethyl chloride,"Triethyl amine

**Options:",,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,41,single_type,Wine with 24 proof is……by volume of alcohol *,a,12%,24%,48%,"6% $$\begin{array}{c}

**Options:",,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,42,single_type,\\ \text{PhOH} + \\ \text{(,c,} \\ \text{Me} \\ \text{(,"} \end{array}$$ (

**Options:",is:,,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,43,single_type,$$CH_3 - CH_2 - O - CH_2 - CH_3 + O_2 hv(,a,$$ The product (,,$$\begin{array}{c} \textit{,"} \\ \text{CH}_2\text{--CH}_2\text{------------------------------------$$

**Options:",,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,44,single_type,"When ethanol is heated with conc. *H*<sup>2</sup> *SO*4 at 140*°C* ( 413 *K* ), the product obtained as: *",c,Diethyl sulphate,Ethene,Diethyl ether,"All

**Options:",,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,45,single_type,Which of the following is oxetene? *,b,,C*−*O,C*−*H,"C*−*C

**Options:",,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,47,numerical,,c,,,,,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,49,single_type,,b,,,,,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,50,single_type,"Which is the best method for the conversion of (

**Options:**
-",d,and (,+ Me $\longrightarrow$ SO<sub>3</sub> (Tosylate ion) $$(,,Both (,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,51,single_type,,c,,,,,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,52,single_type,"Phenol reacts with *PCl* <sup>5</sup>, the main product is: *",d,PhCl,,,Options:,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,53,single_type,"In Zeisel's method for the determination of methoxyl groups, a sample of 2.68 gm of a compound (

**Options:**
-",c,is:,2,3,4,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,54,numerical,,b,,,,,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,55,single_type,C H*3*OH* +*C*<sup>2</sup> *H*5*OH H ⊕ →* products *,d,The product is *C H*3−*O*−*C*<sup>2</sup> *H*<sup>5</sup>,"The product is *C H*3−*O*−*C H*<sup>3</sup>

**Options:",The product is $$C_2H_5-O-C_2H_5$$,All,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,56,single_type,"$COOH$ (

**Options:**
- a) b)* *c)* *d)*
- b) is: *
- c) 
- d)",d,,,,,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,57,single_type,"Which of the following reactions is possible?

**Options:**
-",c,$$(CH_3)_3C - CH_2 - ONa + (CH_3)_3C - CH_2Br \rightarrow (CH_3)_3C - CH_2 - C(CH_3)_3$$,"$$C\,H_3CH = CH - ONa + C\,H_3CH = CH - Br \rightarrow C\,H_3CH = CH - C - CH = CH - C\,H_3$$",$$(CH_3)_3C - ONa + CH_3CH_2Br \rightarrow (CH_3)_3C - O - CH_2 - CH_3$$,"$$C\,H_{3}C\,H_{2}ONa + PhBr \rightarrow C\,H_{3}C\,H_{2}O - Ph$$",,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,58,single_type,$$(,b,HCl + ZnCl_2Me_3C - CH_2OHSOCl_2(,"$$ (

**Options:",,} & & \textit{Me} \\ & \textit{Ivie} & & \textit{Me} \\ \textit{Me-C-CH}_2\textit{Me} & \textit{Me-C-CH}_2\textit{--Me} \\ & & \textit{CI} \\ \end{array}$$,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,59,single_type,"$$\underbrace{\text{Me}}_{\text{Me}}$$

**Options:**
-",a,Me Me $$\underbrace{\text{Me}}_{\text{Me}}$$,is:,MeO $$-\langle \bigcirc \rangle$$ —CH<sub>2</sub>OMe,All,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,60,single_type,,b,,,,,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,61,single_type,"When glycerol is heated with a large amount of HI or *P I* <sup>3</sup>, the product obtained is: *",c,Glycerol triiodide,Allyl iodide,2- Iodopropane,"None

**Options:",,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,62,single_type,"Which of the following ether is called phenetole? *

**Options:**
-",b,PhOC H*<sup>3</sup>,PhOC*<sup>2</sup> *H*<sup>5</sup>,PhOC*<sup>3</sup> *H*<sup>7</sup>,,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,63,single_type,Ethyl alcohol is heated with conc. *H*<sup>2</sup> *SO*4. The product formed is: *,c,,C*<sup>2</sup> *H*<sup>2</sup>,C*<sup>2</sup> *H*<sup>4</sup>,"C*<sup>2</sup> *H*<sup>6</sup>

**Options:",,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,64,single_type,Which of the following is wood alcohol? *,a,C H*3*OH,C*<sup>2</sup> *H*5*OH,1-Butanol,"2-Methyl-1-propanol

**Options:",,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,65,single_type,Which of the following statements is/ are wrong? *,d,"When diethyl ether is treated with excess of *C l* <sup>2</sup> in light, perchloro diethyl ether is obtained (*C*2*C l* <sup>5</sup> )2*O","When diethyl ether is treated with 1 mol of *C l* <sup>2</sup> in dark, 1-chloro ethyl ether is obtained","When diethyl ether is treated with 2 mol of *C l* <sup>2</sup> in dark, 1,1'-dichlorodiethyl is obtained","When diethyl ether is treated with 2 mol of *C l* <sup>2</sup> in dark, 1,1'-dichloro and 1,2-dichloroethyl ether are obtained

**Options:",,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,66,single_type,Consider the reaction *C*<sup>3</sup> *H*7*OH* +*C H*2−*N*<sup>2</sup> (Diazomethane) *HB <sup>F</sup>*<sup>4</sup> *→* The leaving group is: *,b,C H*<sup>2</sup> *⊖,"N*2 *

**Options:",,All,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,69,numerical,,a,,,,,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,70,single_type,The compound that will react with HBr most readily is: *,a,(*C H*<sup>3</sup> )3*COH,(*C H*<sup>3</sup> )2*CHOH,C H*3*C H*2*OH,"C*<sup>6</sup> *H*5*OH*

**Options:",,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,71,numerical,,b,,,,,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,72,single_type,"Fusel oil (Greek, inferior oil) is a mixture of alcohols obtained is small amounts along with ethanol in the fermentation of starch. The major component in fusel oil is: *",b,Amyl alcohol,Isoamyl alcohol,Cetyl alcohol,"Butyl alcohol

**Options:",,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,73,single_type,COOH $$CH_{2} \xrightarrow{\text{CH}_{2}} \frac{\text{O}_{3}/\text{Red.}}{\text{COOH}} \xrightarrow{\text{(ii) OH}} \text{(ii) KMnO}_{4}/\text{H} \xrightarrow{\oplus} \text{(,b,,,}$$ $$CH_{2}\text{CI} \qquad \text{(iii)} \Delta$$ The compound (,Options:,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,74,single_type,Which of the following is not used as inhalation anaesthetic? *,b,Ethoxyethane,Anethole,Ethrane,"Isoflurane

**Options:",,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,75,single_type,"The product of combustion of an aliphatic thiol(RSH) at 298 K are:

**Options:**
-",b,"$$CO_2(g)$$ , $H_2O(g)$ , and $SO_2(g)$","$CO_2(g)$ , $H_2O(l)$ , and $SO_2(g)$","$$CO_2(l)$$ , $H_2O(l)$ , and $SO_2(g)$","$CO_2(g)$ , $H_2O(l)$ , and $SO_2(l)$",,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,77,single_type,"Which of the following structure represents Vanillin? *

**Options:**
- a) 
- b) 
- c) d)*
- d)",c,,,,,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,78,single_type,"Brandy is distilled from fermented fruits, rum is distilled from molasses, Bourbon whisky from corn, rye whisky from rye, scotch whisky from barley, Irish whisky from potatoes, Saki from rice, and beer from…… *",a,Malt,Yeast,Grapes,"Apples

**Options:",,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,79,single_type,"OH $$+ C_2C_5I$$ ```

**Options:**
-",b,C6 H5OC2 H5,C2 H5OC2 H5,C6 H5OC6 H5,C6 H5,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,80,single_type,"Which of the following is not used as a flavouring agent in perfumes?

**Options:**
-",c,Methyl salicylate,Thymol,Phenyl salicylate,Eugenol,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,81,single_type,"HO−C H2−C H2−CH2−C H2Cl ⊖ Which of the following statements is true? i. The product (

**Options:**
-",b,i,ii and iv,i and iv,ii and iii,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,82,single_type,"An industrial method for preparation of methanol is:

**Options:**
-",a,Catalytic reduction of carbon monoxide in the presence of ZnO−C r2O3,By reacting methane with steam at 900°C with nickel as catalyst ```,By reacting formaldehyde with aqueous sodium hydroxide solution,None of these,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,83,single_type,"Which of the following is the best synthesis of the ether (

**Options:**
-",b,shown below: $$O_2N$$,,$$PhF + NaO \longrightarrow NO_2 \longrightarrow O_2N$$,Benzene + $$HO \longrightarrow NO_2 \longrightarrow$$,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,84,single_type,Which of the following is most acidic? *,d,Benzyl alcohol,2-Butanol,tert*-Butyl alcohol,"Hydroxybenzene

**Options:",,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,85,single_type,Which of the following statements is correct? *,d,i and ii,i and iii,iii and iv,"i,ii,iii,iv

**Options:",,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,86,single_type,Proof is defined as………the percentage by volume of alcohol in ethanol-water mixture *,a,Twice,Thrice,Half,"Four times

**Options:",,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,87,single_type,"Me Me $$Excess of HI$$ (

**Options:**
-",c,$$,(,,All,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,88,numerical,Which of the following statements is wrong about the following reaction? *PhOEt*,d,,,,,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,91,numerical,,c,,,,,,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,92,single_type,*EtOH* *Me*−*COOH* *MeOOC*−*C H*2−*COOMe* *,b,II* >*III* >*IV* >*I,II* >*III* >*I* >*IV,I* >*IV* >*III* >*II,"IV* >*I* >*III* >*II*

**Options:",,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,93,single_type,$$\begin{array}{c} \text{CH}_{2} - \text{C} - \text{CH}_{3} & \frac{1. \text{ (CH}_{3})_{2} \text{ LiCu (1 mol)}}{2. \text{ H}_{2} \text{O}} \end{array}?$$,a,$$_{\text{CH}_3}$$ — $_{\text{CH}_2}$ — $_{\text{CH}_3}$ $_{\text{OH}}$ $_{\text{O}}$,,$$CH_3$$,"All

**Options:",,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,94,single_type,Dynamite is: *,b,Mixture of glyceryl nitrate and dinitrate adsorbed on Keiselguhr,Mixture of glyceryl dinitrate and trinitrate adsorbed on Keiselguhr,Mixture of glyceryl nitrate and trinitrate adsorbed on Keiselguhr,"All

**Options:",,,,,,,,,,,
"ALCOHOLS,_PHENOLS_AND_ETHERS.json",502,PHYSICS,"ALCOHOLS, PHENOLS AND ETHERS",133,95,numerical,"consider the reaction: The leaving group is: *a)* *b)* *c)* *d)*

**Options:**
- a) 
- b) 
- c) 
- d)",a,,,,,,,,,,,,,,,
