source_json,test_id,subject,topic_name,total_questions,question_number,type,question_text,correct_answer,option_a,option_b,option_c,option_d,solution,image_data,hint_image,option_images_json,option_image_a,option_image_b,option_image_c,option_image_d,extra_question_images,solution_images,raw_question_json
Test_ID-684-BIOLOGY.json,684,MATH,THE LIVING WORLD,240,12,single_type,"*Which one among the following is accurately arranged in descending specificity*

**Options:**
-",,Species → Family → Class → Order → Division,Species → Genus → Division → Class → *Kingdom,Species → Genus → Family → Order → Class,Class → Order → Family → Genus → *Species,,,,,,,,,,,
Test_ID-684-BIOLOGY.json,684,MATH,THE LIVING WORLD,240,13,single_type,"Abbreviation for International Code of Bacteriological Nomenclature is

**Options:**
-",c,ICBN,IC Bact N,ICNB,IC Bati N,ICNB stands for International Code of Bacteriological Nomenclature,,,,,,,,,,
Test_ID-684-BIOLOGY.json,684,MATH,THE LIVING WORLD,240,14,single_type,"What is the basic unit of classification?

**Options:**
-",,Family,Order,Species,Genus,The basic unit of classification is species. It is the lowest taxonomic category ad consists one or more natural populations closely related that individual of other population,,,,,,,,,,
Test_ID-684-BIOLOGY.json,684,MATH,THE LIVING WORLD,240,15,single_type,"Which of the following statements regarding universal rules of nomenclature is wrong?

**Options:**
-",d,The first word in a biological name represents the genus,The first word denoting the genus starts with a capital letter,"Both the words in a biological name, when handwritten are separately underlined",Biological names are generally in Greek and written in italics,"There are certain rules | | | abbreviated from. | |------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|----|-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------| | seeds/plants which consists diverse alleles of all gene in a crop The accurate arrangement of species in order to descending specificity is Species → Genus → Family → Order → Class As in the taxonomical hierarchy similarity increases from highest category to lowest category ICNB stands for International Code of Bacteriological Nomenclature The basic unit of classification is species. It is the lowest taxonomic category ad consists one or more natural populations closely related that individual of other population There are certain rules | 16 | (b) Carolus Linnaeus is a Swedish botanist is regarded as Father of Taxonomy. Binomial nomenclature was published by him in Species Plantarum | | | 17 | (a) Increase in size with rest 3, the living organisms undergo self-replication, also and this feature makes them unique among all other forms | | | 18 | (b) Out of four options, division occupy the largest or top position in taxonomic hierarchy KingdomDivision-Class-OrderFamily-Genus-Species | | | 19 | (a) Term 'Taxonomy' is coined by AP de Candolle (1813) in his book Theory Elementarie de La Botanique, i.e., Theory of Elementary Botany. While Carolus Linnaeus is regarded as Father of Taxonomy | | | 20 | (c) In plant growth occurs by cell division or multiplication continuously in all parts throughout their life span | | | 21 | (d) According to Mayr, species are group of interbreeding natural populations that are reproductively isolated from other such groups. Species is the lowest taxonomic rank. It contains most | | (i) The names are in Latin language, sometimes in Greek. (ii) Generic name begins with the capital letter and is placed before specific name. The specific name begins with a small letter. (iii) The scientific name should either be underlined or italicized. (iv) Name of the authority should be written after specific epithet in an | | P a g e | 34 | | similar organisms. | | Latin words. The first word denotes genus and begin with capital letter, while second words denote species and starts with small letters | | |----------------------|--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|---------------------------------------------------------------------------------------------------------------------------------------------------|---------------------------------------------| | 28 | | (a) The ascending hierarchy in similar characteristic is Class < Family < Genus < Species, i.e., specificity is increasing | | | 29 | | (a) Number and type of organisms it includes | | | 30 | | (c) Panthera leo is scientific name of lion. Cannis is genus (cat), Pisum is also generic name of sweet pea, Carnivora is order | | | 31 | | (a) Prophage is the phage (viral genome) inserted into the circular bacterial genome or existing as extra chromosomal plasmid | | | 32 | | (a) MABP stands for Man and Biosphere Programme | | | 33 | | (c) Mule a result of outbreeding interspecific hybridization and worker bee lack primary sex organ. So, they are unable to do reproduction | | | 34 | | (b) The genus Felis is used to represent cats | | | 35 | | (c) The first phylogenetic system was proposed by Eichler, who is famous for his work entitled 'Bluthen Diagramme' published in two volumes. | | | 22 | (a) Regeneration was first observed in Hydra. Planaria exhibits true regeneration. All these organisms show regeneration as a key feature | | 23 | (d) In a scientific name, the first name denote/indicates the generic name of the organism, while second name indicates or stands for specific epithet or specific names | | 24 | (c) The basic unit of classification is species. It is the lowest taxonomic category ad consists one or more natural populations closely related that individual of other population | | 25 | (b) New systematics or biosystematics is concept of systematics which brings out taxonomic affinities on the basis of evolutionary, genetic and morphological traits. New systematics brings out cladistics or phylogenetic classification | | 26 | (b) Mangifera indica, scientific name consists of two words a generic and another specific name. It is binomial system of nomenclature. The first word denoting the genus start with capital letter, while specific epithets start with small letter | | 27 | (d) Biological or scientific name are generally written in italics at these are Greek or | 36 | (a) The suffix phyta indicates P a g e | 35 | division 37 (a) Increase in size with rest 3, the living organisms undergo self-replication, also and this feature makes them unique among all other forms",,,,,,,,,,
Test_ID-684-BIOLOGY.json,684,MATH,THE LIVING WORLD,240,16,single_type,"Who is regarded as Father of Taxonomy?

**Options:**
-",,Hooker,Linnaeus,Aristotle,De Candolle,Carolus Linnaeus is a Swedish botanist is regarded as Father of Taxonomy. Binomial nomenclature was published by him in Species Plantarum | |,,,,,,,,,,
Test_ID-684-BIOLOGY.json,684,MATH,THE LIVING WORLD,240,17,single_type,"Among the following listed features, which is not a unique feature of living organisms?

**Options:**
-",a,Increase in size,Response to stimuli,Self organisation,Growth and reproduction,"Increase in size with rest 3, the living organisms undergo self-replication, also and this feature makes them unique among all other forms | |",,,,,,,,,,
Test_ID-684-BIOLOGY.json,684,MATH,THE LIVING WORLD,240,19,single_type,"*Term 'Taxonomy' was coined by*

**Options:**
-",a,De Candolle,Takhtajan,Linnaeus,Aristotle,,,,,,,,,,,
Test_ID-684-BIOLOGY.json,684,MATH,THE LIVING WORLD,240,20,single_type,"*In plants growth occur by … throughout their life span.* Choose an appropriate option to complete the given NCERT statement

**Options:**
-",,Cell dedifferentiation,Cell differentiation,Cell multiplication,None of these,In plant growth occurs by cell division or multiplication continuously in all parts throughout their life span | |,,,,,,,,,,
Test_ID-684-BIOLOGY.json,684,MATH,THE LIVING WORLD,240,22,single_type,"Regeneration was first discovered in

**Options:**
-",,Hydra,Planaria,Sponges,Amoeba,,,,,,,,,,,
Test_ID-684-BIOLOGY.json,684,MATH,THE LIVING WORLD,240,23,single_type,"In Solanumtuberosum, first and second word stand for, respectively

**Options:**
-",d,"Genus, generic name",Specific epithet species,Specific name and generic name,Generic name and specific name,,,,,,,,,,,
Test_ID-684-BIOLOGY.json,684,MATH,THE LIVING WORLD,240,24,single_type,"What is the basic unit of classification?

**Options:**
-",,Family,Order,Species,Genus,The basic unit of classification is species. It is the lowest taxonomic category ad consists one or more natural populations closely related that individual of other population | | |,,,,,,,,,,
Test_ID-684-BIOLOGY.json,684,MATH,THE LIVING WORLD,240,25,single_type,"New systematics introduced by Sir Julian Huxley is also called as

**Options:**
-",b,Phonetics,Cladistics,Biosystematics,Numerical taxonomy,"New systematics or biosystematics is concept of systematics which brings out taxonomic affinities on the basis of evolutionary, genetic and morphological traits. New systematics brings out cladistics or phylogenetic classification | | |",,,,,,,,,,
Test_ID-684-BIOLOGY.json,684,MATH,THE LIVING WORLD,240,26,single_type,"Which one is correctly written scientific name?

**Options:**
-",,Panther Tigris,Mangifera indica,Pucnthera Leo,Columnba LIVEA,"Mangifera indica, scientific name consists of two words a generic and another specific name. It is binomial system of nomenclature. The first word denoting the genus start with capital letter, while specific epithets start with small letter | | |",,,,,,,,,,
Test_ID-684-BIOLOGY.json,684,MATH,THE LIVING WORLD,240,27,numerical,"Choose the wrong statements regarding universal rules of nomenclature

**Options:**
- a) The first word in a biological name represents the genus",d,,,,,Biological or scientific name are generally written in italics at these are Greek or,,,,,,,,,,
Test_ID-684-BIOLOGY.json,684,MATH,THE LIVING WORLD,240,28,single_type,"*Arrange the following in ascending similar characteristic* I. Family II. Genus III. Class IV. Species

**Options:**
-",,Class < Family < Genus < Species,Family < Class < Genus < Species,Species < Genus < Family < Class,Class < Genus < Species < Family,,,,,,,,,,,
Test_ID-684-BIOLOGY.json,684,MATH,THE LIVING WORLD,240,29,single_type,"Biodiversity can be best defined as

**Options:**
-",a,Occurrence of number and type of organisms,Species and ecosystem of a region,Variety of life in an ecosystem,"Totality of genes, species and ecosystem of a given region",,,,,,,,,,,
Test_ID-684-BIOLOGY.json,684,MATH,THE LIVING WORLD,240,30,single_type,"Which one is species?

**Options:**
-",,Cannis,Pisum,Leo,Carnivora,,,,,,,,,,,
Test_ID-684-BIOLOGY.json,684,MATH,THE LIVING WORLD,240,32,single_type,"MABP stands for

**Options:**
-",,Man and Biosphere Programme,Man and Biosphere Protection,Man and Biosphere Conservation and Protection,All of the above,,,,,,,,,,,
Test_ID-684-BIOLOGY.json,684,MATH,THE LIVING WORLD,240,38,single_type,"Which branch of taxonomy is based on the determination of genetic relationship?

**Options:**
-",,Experimental taxonomy,Numerical taxonomy,Cytotaxonomy,Biochemical taxonomy,"Experimental taxonomy is based on determination of genetic relationship, while cytotaxonomy is based on cytological study of chromosomes, i.e., behavior, number and morphology of chromosomes",,,,,,,,,,
Test_ID-684-BIOLOGY.json,684,MATH,THE LIVING WORLD,240,39,single_type,"Which one of the following feature is shared by all living organism at all hierarchial level

**Options:**
-",c,Mode of nutrition,Cellular organization,Nature of protoplasmic-composition,Growth by cell division,,,,,,,,,,,
Test_ID-684-BIOLOGY.json,684,MATH,THE LIVING WORLD,240,40,single_type,"What is the symbol of Bombay Natural History Society?

**Options:**
-",,Kingfisher,Eagle,Hornbill,Hawaiin Goose,Hornbill (a bird) is the symbol of Bombay Natural History Society. It is privately owned wildlife conservation agency/organisation,,,,,,,,,,
Test_ID-684-BIOLOGY.json,684,MATH,THE LIVING WORLD,240,41,single_type,"A place where dried, pressed and preserved plant specimens are kept

**Options:**
-",a,Herbarium,Museum,Botanical garden,Both (,Herbarium/Herbaria (Plu) are place/collection of dried pressed and preserved (FAA solution) specimen of plants,,,,,,,,,,
Test_ID-684-BIOLOGY.json,684,MATH,THE LIVING WORLD,240,42,single_type,"What is the symbol of Bombay Natural History Society?

**Options:**
-",,Kingfisher,Eagle,Hornbill,Hawaiin Goose,Hornbill (a bird) is the symbol of Bombay Natural History Society. It is privately owned wildlife conservation agency/organisation,,,,,,,,,,
Test_ID-684-BIOLOGY.json,684,MATH,THE LIVING WORLD,240,43,single_type,"Which one of the category contain the least similar characteristic to one another?

**Options:**
-",d,Class,Order,Family,Division,"In taxonomical hierarchy similarity increases from highest/largest category to lowest categories. Therefore, division has least similar feature as compared to lower categories (species)",,,,,,,,,,
Test_ID-684-BIOLOGY.json,684,MATH,THE LIVING WORLD,240,44,single_type,"*Which of the following are considered as the twin characteristics of growth?* I. Responses to stimuli II. Increases in mass III. Increases in the number of individuals IV. Increases in width

**Options:**
-",,II and IV,III and IV,II and III,"I, II, III and IV",Increase in mass and increase in number of individuals are considered the twin characteristic of growth in living organisms,,,,,,,,,,
Test_ID-684-BIOLOGY.json,684,MATH,THE LIVING WORLD,240,45,single_type,"Where is Biosphere Reserve Simlipal located?

**Options:**
-",b,Kerala,Odisha,Asom,Sikkim,There are 14 reserve biosphere in India. Simlipal Biosphere reserve is located in Odisha,,,,,,,,,,
Test_ID-684-BIOLOGY.json,684,MATH,THE LIVING WORLD,240,46,single_type,"*In hierarchial classification, class occupied a place between*

**Options:**
-",,Kingdom and phylum,Order and family,Phylum and order,Family and genus,,,,,,,,,,,
Test_ID-684-BIOLOGY.json,684,MATH,THE LIVING WORLD,240,47,single_type,"Arrange the following in ascending similar characteristic I. Family II. Genus III. Class IV. Species

**Options:**
-",a,Class < Family < Genus < Species,Family < Class < Genus < Species,Species < Genus < Family < Class,Class < Genus < Species < Family,,,,,,,,,,,
Test_ID-684-BIOLOGY.json,684,MATH,THE LIVING WORLD,240,48,single_type,"A group of inbreeding plant or animals is

**Options:**
-",,Order,Species,Family,Genus,,,,,,,,,,,
Test_ID-684-BIOLOGY.json,684,MATH,THE LIVING WORLD,240,49,single_type,"Five kingdom scheme to classify living being was given by

**Options:**
-",d,J B S Haldane,G Simpson,E Mayr,R H Whittaker,"R H Whittaker divided living organisms into five kingdoms based in cell, body structure, | | nutrition and life style. The five kingdoms as given by Whittaker are: Monera, Protista, Fungi, Plantae and Animalia. | | |-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|-----------------------------------------------------------------------------------------------------------------------------|-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------| | | 50 | (a) Species is a group of actually or potentially inbreeding population that are reproductively isolated from other such groups | | | 51 | (a) The most important function of botanical garden and its importance is that ex situ conservation of plant is allowed there. These garden serve site of recreation among nature conscious person especially during flowering | | | 52 | (a) In artificial system of classification, only a few characters of the plants are being considered, for example, the grouping of plants into herbs, shrubs and trees or the sexual system of Linnaeus was based on number od stamens. The best known artificial system is of Linnaeus published in 1735. | | (species) Increase in mass and increase in number of individuals are considered the twin characteristic of growth in living organisms There are 14 reserve biosphere in India. Simlipal Biosphere reserve is located in Odisha Hierarchial classification is Kingdom ↓ Division/Phylum ↓ Class ↓ Order ↓ Family ↓ Genus ↓ Species Class occupy a position between division/phylum and order The ascending hierarchy in similar characteristic is Class < Family < Genus < Species, i.e., specificity is increasing According to Earnt Mayr species are group of interbreeding natural populations that are reproductively isolated from other such groups. It contains most similar organisms R H Whittaker divided living organisms into five kingdoms based in cell, body structure, | 53 | (a) In taxonomic categories family occupy the position between class and species (lowest) family can accomodate different genera but species are different like dog, jackal, wolf belong to same genera Cannis but species are different. But they belong toP a g e | 37 | | same class. More similar characteristic of order are grouped in same class | | |---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|---------------------------------------------------------------------------------------------------------------------------------------------------|----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------| | 54 | (d) John Hutchinson proposed a phylogenetic system of classification in 1926 and 1934 (dicots and monocots) respectively in his book 'The families of flowering plants' which he revised in 1959. | | 55 | (a) | their alternate which are helpful in taxonomic studies. Catalogue registers the species present in a particular place with brief description | | | 59 | (c) Kingdom-Monera of five kingdom classification consists of blue-green algae, nitrogen fixing bacteria and methanogens | | 60 | (a) John Ray introduced the term 'Species' in its presence sense for the first time. He also published a book Historia Generalis Plantarum | | 61 | (a) As per binomial system of nomenclature, botanical name consists of generic epithet. The names are written in italic, generic name begins with capital letter and specific name begins with small letter, e.g., Brassicaindica . | | Phenetics (Gr. Phainein = to appear; the term phenotypes is derived from this same root) dedicates taxonomic affinities entirely on the basis of measurable similarities and differences. | | 62 | (d) The categories in taxonomic hierarchy are Kingdom → Division/Phylum → Class → Order → Family → Genus → Species. | | 56 | (b) Present Indian Board of Wildlife is former Central Board of Wildlife. IBWL concerned with conservation of wildlife and run project to save wildlife and public awareness | | 57 | (d) Dr. NW Pjrie and Dr. FC Bawden proved that virus are composition of nucleoprotein, i.e., made up of nucleic acid and protein | | 58 | (c) Taxonomic aid monograph is treatise having complete information about a particular rank level of a taxonomic category. Key or taxonomic key contain list of traits or characters and | Hierarchy of categories is also called as Linnaean hierarchy. | | | 63 | (c) The sum total of all the genes present in a crop and its related P a g e | 38 | | species constitutes its germplasm. It is ordinarily represented by a collection of various strains and species. | 68 | (d) The arrangement of taxonomic categories is known as taxonomical hierarchy order either it is descending or ascending | | |-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|------|------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|--------------| | | 69 | (c) A natural taxon means a group of similar, genetically, related organisms having certain distinct characters from other groups. A genus with single species is called monotypic genus | | 70 | (b) Botanical garden allows ex situ conservation of gerplasm. | | | In trinomial nomenclature a third name is written or printed after two words name, which indicate subspecies or variety or race of the organism, e.g., Indian babul (Acacia nilotica indica). Where indica means Indian species of babul Biological or scientific name are generally written in italics at these are Greek or Latin words. The first word denotes genus and begin with capital letter, while second words denote species and starts with small letters The branch of taxonomy, which is based on cytology, is known as cytotaxonomy. It includes the cytological study of chromosomes, i.e., number morphology, chromosome bahaviour, etc. | 71 | (a) A family is a group of related genera with less number of similarities as compared to genus and species | | 72 | (c) Taxonomy is applicable for both plants and animals. | | 73 | (c) A species is a group of organisms that interbreed freely in their natural setting and do not interbreed with other population. In simple words, members of one species are reproductively isolated from members of other species. Species is the real basic unit for understanding taxonomy as well as evolution. | | | Binomial system of nomenclature was proposed by Carolus Linnaeus. The system of nomenclature was firsts issued in Species Plantarum. Binomial system approve two name for an organism, i.e., generic and specific name | 74 | (b) | P a g e | 39 |",,,,,,,,,,
Test_ID-684-BIOLOGY.json,684,MATH,THE LIVING WORLD,240,50,single_type,"A species is a group of organisms which

**Options:**
-",,Can interbreed freely,Do not interbreed,Can live together,Can interbreed occassionally,,,,,,,,,,,
Test_ID-684-BIOLOGY.json,684,MATH,THE LIVING WORLD,240,51,single_type,"*Which one is the important function of botanical garden?*

**Options:**
-",a,Allow ex situ conservation of germplasm,Are place for recreation,Plant diversity can be observed,Provide natural habitat for wildlife,The most important function of botanical garden and its importance is that ex situ conservation of plant is allowed there. These garden serve site of recreation among nature conscious person especially during flowering | |,,,,,,,,,,
Test_ID-684-BIOLOGY.json,684,MATH,THE LIVING WORLD,240,52,single_type,"Which of the following classification is based in some morphological characters?

**Options:**
-",,Artificial,Natural,Phylogenetic,Both (,"In artificial system of classification, only a few characters of the plants are being considered, for example, the grouping of plants into herbs, shrubs and trees or the sexual system of Linnaeus was based on number od stamens. The best known artificial system is of Linnaeus published in 1735. | | (species) Increase in mass and increase in number of individuals are considered the twin characteristic of growth in living organisms There are 14 reserve biosphere in India. Simlipal Biosphere reserve is located in Odisha Hierarchial classification is Kingdom ↓ Division/Phylum ↓ Class ↓ Order ↓ Family ↓ Genus ↓ Species Class occupy a position between division/phylum and order The ascending hierarchy in similar characteristic is Class < Family < Genus < Species, i.e., specificity is increasing According to Earnt Mayr species are group of interbreeding natural populations that are reproductively isolated from other such groups. It contains most similar organisms R H Whittaker divided living organisms into five kingdoms based in cell, body structure,",,,,,,,,,,
Test_ID-684-BIOLOGY.json,684,MATH,THE LIVING WORLD,240,53,single_type,"Two different genera are classified in the same taxonomic category family. Which statement is correct about their classification?

**Options:**
-",a,"The same class, but different species",A different class and different order,"The same phylum, but different class",A different kingdom and different phylum,"In taxonomic categories family occupy the position between class and species (lowest) family can accomodate different genera but species are different like dog, jackal, wolf belong to same genera Cannis but species are different. But they belong toP a g e | 37 | | same class. More similar characteristic of order are grouped in same class | | |---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|---------------------------------------------------------------------------------------------------------------------------------------------------|----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|",,,,,,,,,,
Test_ID-684-BIOLOGY.json,684,MATH,THE LIVING WORLD,240,55,single_type,"Phenetic classification of organism is based on

**Options:**
-",a,Observable characteristics of existing organisms,The ancestral lineage of existing organism,Dendrogram based on DNA characteristics,Sexual characteristics,,,,,,,,,,,
Test_ID-684-BIOLOGY.json,684,MATH,THE LIVING WORLD,240,56,single_type,"What is the old name of Indian Board of wildlife

**Options:**
-",,National Board of Wildlife Animal,Central Board of Wildlife,Board of Wildlife,Wildlife Protection Board,,,,,,,,,,,
Test_ID-684-BIOLOGY.json,684,MATH,THE LIVING WORLD,240,57,single_type,"Who first proved that virus was made up of a nucleic acid and protein?

**Options:**
-",d,Griffith,WM Stanley,Dr Salvador Huria and Dr Max Delbruk,Dr NW Pjrie and Dr FC Bawden,"Dr. NW Pjrie and Dr. FC Bawden proved that virus are composition of nucleoprotein, i.e., made up of nucleic acid and protein | | |",,,,,,,,,,
Test_ID-684-BIOLOGY.json,684,MATH,THE LIVING WORLD,240,58,single_type,"*Which taxonomical aid provide all information about a particular taxon like order or family*

**Options:**
-",,Herbarium,Catalogue,Taxonomic key,Monograph,,,,,,,,,,,
Test_ID-684-BIOLOGY.json,684,MATH,THE LIVING WORLD,240,60,single_type,"Who coined the term 'Species'?

**Options:**
-",,John ray,Aristotle,Linnaeus,Cuvier,John Ray introduced the term 'Species' in its presence sense for the first time. He also published a book Historia Generalis Plantarum | | |,,,,,,,,,,
Test_ID-684-BIOLOGY.json,684,MATH,THE LIVING WORLD,240,61,single_type,"Correct name is

**Options:**
-",a,brassicaindica,Magnifera Indica,SOLANUM MELONGINA,Mimosa *Pudica,"As per binomial system of nomenclature, botanical name consists of generic epithet. The names are written in italic, generic name begins with capital letter and specific name begins with small letter, e.g., Brassicaindica . | | Phenetics (Gr. Phainein = to appear; the term phenotypes is derived from this same root) dedicates taxonomic affinities entirely on the basis of measurable similarities and differences. |",,,,,,,,,,
Test_ID-684-BIOLOGY.json,684,MATH,THE LIVING WORLD,240,62,single_type,"Family placed between

**Options:**
-",,Genus and species,Order and class,Class and genus,Order and genus,,,,,,,,,,,
Test_ID-684-BIOLOGY.json,684,MATH,THE LIVING WORLD,240,63,single_type,"A germplasm collection is a

**Options:**
-",c,Collection of specimens of all the species of an area in a herbarium or botanical garden,Collection of modern varieties of a crop,Collection of plants or seeds having diverse alleles of all genes in a crop,Collection of seeds or pollen of rare and threatened species of a group or area,,,,,,,,,,,
Test_ID-684-BIOLOGY.json,684,MATH,THE LIVING WORLD,240,64,single_type,"*Third name in trinomial nomenclature indicate*

**Options:**
-",,Species,Sub-species,Sub-genus,,,,,,,,,,,,
Test_ID-684-BIOLOGY.json,684,MATH,THE LIVING WORLD,240,65,single_type,"Choose the wrong statements regarding universal rules of nomenclature

**Options:**
-",d,The first word in a biological name represents the genus,The first word denoting the genus starts with a capital letter,"Both the words in a biological name, when handwritten are separately underlined",Biological names are generally in English and written in italics,"Biological or scientific name are generally written in italics at these are Greek or Latin words. The first word denotes genus and begin with capital letter, while second words denote species and starts with small letters",,,,,,,,,,
Test_ID-684-BIOLOGY.json,684,MATH,THE LIVING WORLD,240,66,single_type,"Classification based on chromosome number is

**Options:**
-",,Cytotaxonomy,Numerical taxonomy,Karyotaxonomy,Biochemistry,,,,,,,,,,,
Test_ID-684-BIOLOGY.json,684,MATH,THE LIVING WORLD,240,67,single_type,"*Scientific name are printed (with english) and derived from*

**Options:**
-",b,Bold and English,Italics and Latin,Italics and German,Italics and French,,,,,,,,,,,
Test_ID-684-BIOLOGY.json,684,MATH,THE LIVING WORLD,240,69,single_type,"A genus with a single species is called

**Options:**
-",c,Typical,Polytype,Monotype,Syntype,"A natural taxon means a group of similar, genetically, related organisms having certain distinct characters from other groups. A genus with single species is called monotypic genus | | |",,,,,,,,,,
Test_ID-684-BIOLOGY.json,684,MATH,THE LIVING WORLD,240,70,single_type,"One of the most important functions of botanical garden is

**Options:**
-",,One can observe tropical plants there,They allow ex *situ* conservation of germplasm,They provide the natural habitat for wildlife,They provide a beautiful area for recreation,,,,,,,,,,,
Test_ID-684-BIOLOGY.json,684,MATH,THE LIVING WORLD,240,71,single_type,"*A group of interconnected genera is called a*

**Options:**
-",a,Family,Class,Phylum,Order,,,,,,,,,,,
Test_ID-684-BIOLOGY.json,684,MATH,THE LIVING WORLD,240,72,single_type,"Which one of the following branch is applicable to both plants and animals?

**Options:**
-",,Herpetology,Saurology,Taxonomy,Ichthyology,Taxonomy is applicable for both plants and animals. | | |,,,,,,,,,,
Test_ID-684-BIOLOGY.json,684,MATH,THE LIVING WORLD,240,73,single_type,"Species are consider as

**Options:**
-",c,N/A,N/A,N/A,N/A,"A species is a group of organisms that interbreed freely in their natural setting and do not interbreed with other population. In simple words, members of one species are reproductively isolated from members of other species. Species is the real basic unit for understanding taxonomy as well as evolution. | | | Binomial system of nomenclature was proposed by Carolus Linnaeus. The system of nomenclature was firsts issued in Species Plantarum. Binomial system approve two name for an organism, i.e., generic and specific name",,,,,,,,,,
Test_ID-684-BIOLOGY.json,684,MATH,THE LIVING WORLD,240,74,single_type,"*Which one of the following has a real existence?*

**Options:**
-",b,Genus,Species,Family,Order,,,,,,,,,,,
